url,Locality,Type of property,Subtype of property,Price,Type of Transaction,Nº rooms,Living area,Equipped kitchen,Furnished,Fireplace,Terrace,Area Terrace,Land Surface,Nº facades,Swimming Pool,State Building,Garden,Area Garden
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10647837,Gent,HOUSE,HOUSE,349000.0,FOR_SALE,2.0,,Yes,No,No,Yes,10.0,,,50.0,2.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/houthalen-helchteren/3530/10645565,Hasselt,HOUSE,HOUSE,385000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,522.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/10647467,Oostkamp,HOUSE,HOUSE,395000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,,771.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/laplaigne/7622/10647972,Gembloux,HOUSE,HOUSE,399000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,,4484.0,4.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/durbuy/6940/10647355,Marche-en-Famenne,HOUSE,HOUSE,400000.0,FOR_SALE,3.0,,Yes,No,No,Yes,161.0,Yes,1166.0,1250.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/assebroek/8310/10646336,Assebroek,HOUSE,HOUSE,465000.0,FOR_SALE,3.0,,Yes,No,No,Yes,30.0,Yes,126.0,324.0,3.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/vrasene/9120/10646931,Heffen,HOUSE,HOUSE,498000.0,FOR_SALE,4.0,,Yes,No,No,Yes,32.0,Yes,,812.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10646549,Wavre,HOUSE,HOUSE,625000.0,FOR_SALE,3.0,,Yes,No,No,Yes,85.0,Yes,100.0,403.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-st-pierre/1150/10647138,Woluwe-Saint-Lambert,HOUSE,HOUSE,850000.0,FOR_SALE,4.0,,No,No,No,,,Yes,209.0,209.0,2.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/10652349,Zedelgem,HOUSE,HOUSE,179000.0,FOR_SALE,2.0,,Yes,No,No,,,,,54.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/villa/for-sale/brakel/9660/10651840,Oudenaarde,HOUSE,VILLA,260000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,,1022.0,,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/10652353,Oostende,HOUSE,HOUSE,269000.0,FOR_SALE,4.0,,Yes,No,No,,,Yes,475.0,572.0,,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/10652208,Liège,HOUSE,HOUSE,299000.0,FOR_SALE,3.0,,Yes,No,No,,,,,0.0,,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/antwerp/2018/10652061,Liège,HOUSE,HOUSE,309000.0,FOR_SALE,2.0,,Yes,No,No,,,,,32.0,,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10651616,Bastogne,HOUSE,HOUSE,345000.0,FOR_SALE,3.0,,No,No,No,,,,,752.0,4.0,No,,
https://www.immoweb.be/en/classified/villa/for-sale/koksijde/8670/10652619,Oostduinkerke,HOUSE,VILLA,395000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,,600.0,,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10651712,Auderghem,HOUSE,HOUSE,449000.0,FOR_SALE,4.0,,,No,No,Yes,12.0,Yes,35.0,135.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/antwerp/2020/10650940,Berchem ,HOUSE,HOUSE,485000.0,FOR_SALE,3.0,,No,No,No,Yes,,,,210.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/villa/for-sale/tielt/8700/10652093,Hulste,HOUSE,VILLA,649000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,1928.0,,No,AS_NEW,
https://www.immoweb.be/en/classified/villa/for-sale/blankenberge/8370/10652210,Blankenberge ,HOUSE,VILLA,825000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,1380.0,,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/ohain/1380/10653108,Ixelles,HOUSE,HOUSE,1375000.0,FOR_SALE,5.0,,Yes,No,No,Yes,80.0,Yes,15000.0,1500.0,4.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/villers-la-ville/1495/10657006,Genappe,HOUSE,HOUSE,275000.0,FOR_SALE,4.0,,Yes,No,No,Yes,60.0,Yes,50.0,277.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/maaseik/3680/10656752,Bree,HOUSE,HOUSE,325000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,1265.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/bungalow/for-sale/hamoir/4180/10656297,Aywaille,HOUSE,BUNGALOW,327500.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,968.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/beveren%20haasdonk/9120/10656224,Beveren,HOUSE,HOUSE,445000.0,FOR_SALE,3.0,,Yes,No,No,Yes,25.0,Yes,136.0,316.0,3.0,No,AS_NEW,
https://www.immoweb.be/en/classified/bungalow/for-sale/tienen/3300/10657211,Leuven,HOUSE,BUNGALOW,398000.0,FOR_SALE,4.0,,,No,No,Yes,,Yes,400.0,878.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10656759,Ninove,HOUSE,HOUSE,495000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,371.0,4.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/spa/4900/10656773,Heusy,HOUSE,HOUSE,495000.0,FOR_SALE,3.0,,Yes,No,No,Yes,16.0,Yes,490.0,633.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/keerbergen/3140/10582971,,HOUSE,HOUSE,749000.0,FOR_SALE,4.0,,Yes,No,No,Yes,80.0,Yes,1500.0,1700.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10656195,Kraainem,HOUSE,HOUSE,2490000.0,FOR_SALE,5.0,,Yes,No,No,Yes,,Yes,1221.0,1350.0,4.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10658924,Oostende,HOUSE,HOUSE,210000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,95.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/esneux/4130/10658555,Liège,HOUSE,HOUSE,110000.0,FOR_SALE,2.0,,Yes,No,No,,,,,452.0,4.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10659149,Mechelen,HOUSE,HOUSE,355000.0,FOR_SALE,3.0,,No,No,No,,,,,300.0,2.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/10663847,Mouscron,HOUSE,HOUSE,389000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,Yes,250.0,603.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/sart-risbart/1315/10664671,Jodoigne,HOUSE,HOUSE,395000.0,FOR_SALE,2.0,,Yes,No,No,Yes,15.0,Yes,,445.0,2.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/10664193,,HOUSE,HOUSE,465000.0,FOR_SALE,4.0,,Yes,No,No,Yes,25.0,Yes,135.0,265.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/country-cottage/for-sale/nechin/7730/10610606,Mouscron,HOUSE,COUNTRY_COTTAGE,620000.0,FOR_SALE,5.0,,Yes,No,No,Yes,60.0,Yes,1050.0,1592.0,4.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/10663663,Knokke - Heist,HOUSE,HOUSE,6495000.0,FOR_SALE,5.0,,Yes,No,No,,,Yes,1106.0,1106.0,4.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/10669519,Seraing,HOUSE,HOUSE,105000.0,FOR_SALE,2.0,,Yes,No,No,,,,,36.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge%20bressoux/4020/10669518,Seraing,HOUSE,HOUSE,129000.0,FOR_SALE,1.0,,Yes,No,No,,,,,70.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/les%20bons%20villers%20mellet/6211/10670524,Luttre,HOUSE,HOUSE,279900.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,410.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/ladeuze/7950/10669940,Ath,HOUSE,HOUSE,285000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,,951.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/landen/3401/10542456,Tienen,HOUSE,HOUSE,299000.0,FOR_SALE,5.0,,,No,No,Yes,49.0,Yes,68.0,330.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/mornimont/5190/10670988,Wavre,HOUSE,HOUSE,320000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,,528.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/manage/7170/10668989,La louvière,HOUSE,HOUSE,320000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,2437.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/welle/9473/10671146,Aalst,HOUSE,HOUSE,399000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,Yes,,273.0,,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10669184,Geraardsbergen,HOUSE,HOUSE,395000.0,FOR_SALE,5.0,,Yes,No,No,Yes,,,,450.0,3.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/bredene/8450/10671063,Loppem,HOUSE,HOUSE,459000.0,FOR_SALE,3.0,,No,No,No,,,,,330.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10672962,,HOUSE,HOUSE,429000.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,,,74.0,2.0,No,AS_NEW,
https://www.immoweb.be/en/classified/bungalow/for-sale/xhoris/4190/10399793,Liège,HOUSE,BUNGALOW,56000.0,FOR_SALE,2.0,,No,No,No,Yes,36.0,Yes,1800.0,2087.0,4.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%A9malle/4400/10248737,Liège,HOUSE,HOUSE,40000.0,FOR_SALE,2.0,,Yes,No,No,,,,,110.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/ch%C3%A2telet/6200/10295077,Liège,HOUSE,HOUSE,70000.0,FOR_SALE,2.0,,Yes,No,No,Yes,30.0,Yes,100.0,230.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/montignies-sur-sambre/6061/10270023,Pont-à-Celles,HOUSE,HOUSE,65000.0,FOR_SALE,1.0,,Yes,No,No,Yes,10.0,Yes,50.0,120.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/montignies-sur-sambre/6061/10413643,Châtelineau,HOUSE,HOUSE,75000.0,FOR_SALE,3.0,,No,No,No,Yes,40.0,Yes,186.0,255.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/lincent/4287/10403576,Hannut,HOUSE,HOUSE,75000.0,FOR_SALE,1.0,,Yes,No,No,,,,,64.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/lamorteau/6767/10614545,Ethe,HOUSE,HOUSE,88000.0,FOR_SALE,3.0,,Yes,No,No,,,,,134.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/leval-trahegnies/7134/10583599,Fleurus,HOUSE,HOUSE,85000.0,FOR_SALE,3.0,,Yes,No,No,,,,,848.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/andenne/5300/10600611,Andenne,HOUSE,HOUSE,89000.0,FOR_SALE,1.0,,Yes,No,No,,,,,37.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/sugny/5550/10426632,Bouillon,HOUSE,HOUSE,90000.0,FOR_SALE,2.0,,Yes,No,No,,,,,286.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/ch%C3%AAn%C3%A9e/4032/10121515,Embourg,HOUSE,HOUSE,94000.0,FOR_SALE,2.0,,Yes,No,No,Yes,33.0,,,110.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/apartment-block/for-sale/andenne/5300/10600613,Andenne,HOUSE,APARTMENT_BLOCK,95000.0,FOR_SALE,2.0,,Yes,No,No,,,,,87.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/leval-trahegnies/7134/10600540,Epinois,HOUSE,HOUSE,96000.0,FOR_SALE,1.0,,Yes,No,No,Yes,,,,78.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/hannut%20grand-hallet/4280/10276771,Hannut,HOUSE,HOUSE,99000.0,FOR_SALE,6.0,,Yes,No,No,,,,,294.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/10628511,Wellin,HOUSE,HOUSE,99000.0,FOR_SALE,3.0,,Yes,No,No,,,,,69.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/folx-les-caves/1350/10620174,Hannut,HOUSE,HOUSE,100000.0,FOR_SALE,3.0,,Yes,No,No,Yes,50.0,Yes,2213.0,2306.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/ch%C3%83telet%20bouffioulx/6200/10391781,Luttre,HOUSE,HOUSE,109900.0,FOR_SALE,2.0,,Yes,No,No,Yes,13.0,,,70.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/folx-les-caves/1350/10392019,Hannut,HOUSE,HOUSE,100000.0,FOR_SALE,3.0,,Yes,No,No,Yes,50.0,Yes,2213.0,2306.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/10617655,Embourg,HOUSE,HOUSE,110000.0,FOR_SALE,2.0,,Yes,No,No,Yes,30.0,Yes,60.0,265.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4020/10620700,Liège,HOUSE,HOUSE,114000.0,FOR_SALE,1.0,,Yes,No,No,,,,,24.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/leval-trahegnies/7134/10503560,Pont-à-Celles,HOUSE,HOUSE,110000.0,FOR_SALE,2.0,,Yes,No,No,,,Yes,300.0,480.0,4.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/wasmes/7340/10541440,Nivelles,HOUSE,HOUSE,125000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,240.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/montegn%C3%89e/4420/10387443,Herstal,HOUSE,HOUSE,115000.0,FOR_SALE,2.0,,Yes,No,No,Yes,8.0,Yes,25.0,160.0,3.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/beloeil/7970/10267835,Ath,HOUSE,HOUSE,125000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,178.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/wadelincourt/7971/10267836,Ath,HOUSE,HOUSE,125000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,178.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10616886,Geraardsbergen,HOUSE,HOUSE,125000.0,FOR_SALE,3.0,,Yes,No,No,Yes,9.0,Yes,20.0,90.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/10569044,Mouscron,HOUSE,HOUSE,129500.0,FOR_SALE,2.0,,Yes,No,No,Yes,,Yes,22.0,80.0,2.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/10537080,Huy,HOUSE,HOUSE,135000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,Yes,6.0,223.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/verviers/4800/10126498,Liège,HOUSE,HOUSE,139000.0,FOR_SALE,6.0,,Yes,No,No,,,,,66.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/10634152,Marche-en-Famenne,HOUSE,HOUSE,139000.0,FOR_SALE,2.0,,Yes,No,No,,,,,55.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/pont-%C3%A0-celles/6230/10519970,Luttre,HOUSE,HOUSE,139900.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,Yes,520.0,590.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/luttre/6238/10474680,Luttre,HOUSE,HOUSE,139900.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,Yes,520.0,590.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/10568553,Roeselare,HOUSE,HOUSE,140000.0,FOR_SALE,3.0,,Yes,No,No,,,,,139.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/10453126,Embourg,HOUSE,HOUSE,140000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,55.0,105.0,3.0,No,TO_RESTORE,
https://www.immoweb.be/en/classified/house/for-sale/abele/8970/10469004,Poperinge,HOUSE,HOUSE,143000.0,FOR_SALE,1.0,,Yes,No,No,,,Yes,,287.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10534619,Liège,HOUSE,HOUSE,143500.0,FOR_SALE,3.0,,Yes,No,No,Yes,41.0,Yes,44.0,132.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/charleroi%20roux/6044/10641373,Pont-à-Celles,HOUSE,HOUSE,145000.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,Yes,680.0,720.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/cheratte/4602/10563044,Herstal,HOUSE,HOUSE,145000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,Yes,80.0,172.0,2.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/dison/4820/10502711,Herstal,HOUSE,HOUSE,149000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,110.0,3.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/10492511,Nandrin,HOUSE,HOUSE,149000.0,FOR_SALE,5.0,,No,No,No,,,,,85.0,,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rochefort/5580/10611486,Rochefort,HOUSE,MIXED_USE_BUILDING,149000.0,FOR_SALE,3.0,,Yes,No,No,Yes,28.0,,,283.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/jemelle/5580/10432192,Marche-en-Famenne,HOUSE,HOUSE,149000.0,FOR_SALE,2.0,,Yes,No,No,Yes,19.0,Yes,148.0,210.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/villers-perwin/6210/10292921,Nivelles,HOUSE,HOUSE,149000.0,FOR_SALE,2.0,,Yes,No,No,Yes,20.0,Yes,130.0,235.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/chatelet/6060/10280120,Pont-à-Celles,HOUSE,HOUSE,149000.0,FOR_SALE,2.0,,Yes,No,No,,,Yes,240.0,290.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/charleroi%20montignies-sur-sambre/6061/10401021,Luttre,HOUSE,HOUSE,154900.0,FOR_SALE,2.0,,Yes,No,No,Yes,20.0,Yes,70.0,161.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/10073072,Liège,HOUSE,HOUSE,155000.0,FOR_SALE,5.0,,Yes,No,No,Yes,11.0,,,128.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/roclenge-sur-geer/4690/10574581,Embourg,HOUSE,HOUSE,155000.0,FOR_SALE,1.0,,Yes,No,No,Yes,15.0,,,81.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/hulste/8531/10609647,Hulste,HOUSE,HOUSE,155000.0,FOR_SALE,2.0,,Yes,No,No,,,,,100.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/10496686,Hulste,HOUSE,HOUSE,155500.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,198.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/gouy-lez-pi%C3%A9ton/6181/10548582,Luttre,HOUSE,HOUSE,159900.0,FOR_SALE,2.0,,Yes,No,No,Yes,28.0,Yes,40.0,250.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/pont-%C3%A0-celles/6230/10491994,Luttre,HOUSE,HOUSE,159900.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,120.0,209.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/10634376,Ieper,HOUSE,HOUSE,159000.0,FOR_SALE,4.0,,Yes,No,No,,,Yes,,206.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/bouillon/6830/9970362,Bouillon,HOUSE,HOUSE,160000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,212.0,3.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/colfontaine/7340/10450193,Fayt-le-franc,HOUSE,HOUSE,162500.0,FOR_SALE,2.0,,Yes,No,No,Yes,10.0,Yes,110.0,190.0,2.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10634204,Geraardsbergen,HOUSE,HOUSE,164000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,40.0,80.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/wandre/4020/10517744,Herstal,HOUSE,HOUSE,165000.0,FOR_SALE,3.0,,No,No,No,,,,,422.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/wandre/4020/10476532,Herstal,HOUSE,HOUSE,165000.0,FOR_SALE,3.0,,No,No,No,,,,,422.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/wasmes/7340/10568193,Tertre,HOUSE,HOUSE,165000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,75.0,123.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/dour/7370/10603137,Fayt-le-franc,HOUSE,HOUSE,167500.0,FOR_SALE,3.0,,Yes,No,No,Yes,10.0,Yes,100.0,180.0,2.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/charleroi%20jumet/6040/10303268,Pont-à-Celles,HOUSE,HOUSE,169000.0,FOR_SALE,5.0,,Yes,No,No,Yes,40.0,,,100.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/10379923,Marche-en-Famenne,HOUSE,HOUSE,169000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,448.0,576.0,4.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10423834,Aalst,HOUSE,HOUSE,169000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,40.0,412.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10637949,Middelkerke,HOUSE,HOUSE,169000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,,159.0,2.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/ch%C3%83telet%20ch%C3%83telineau/6200/9996500,Luttre,HOUSE,HOUSE,169900.0,FOR_SALE,3.0,,Yes,No,No,Yes,50.0,Yes,150.0,230.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/vaux-sous-ch%C3%A8vremont/4051/10518105,Embourg,HOUSE,HOUSE,169500.0,FOR_SALE,3.0,,Yes,No,No,Yes,14.0,Yes,30.0,108.0,2.0,No,TO_RESTORE,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10504699,Smetlede,HOUSE,HOUSE,175000.0,FOR_SALE,2.0,,No,No,No,,,,,56.0,2.0,No,,
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%A9malle/4400/10570854,Liège,HOUSE,HOUSE,179000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,,,230.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/10539113,Oudenaarde,HOUSE,HOUSE,179000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,,373.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/10530041,Zottegem,HOUSE,HOUSE,179000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,,373.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/boekhoute/9961/10586897,Maldegem,HOUSE,HOUSE,179000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,,166.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/charleroi%20jumet/6040/10132605,Luttre,HOUSE,HOUSE,179900.0,FOR_SALE,2.0,,Yes,No,No,Yes,7.0,Yes,120.0,220.0,3.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/gouy-lez-pi%C3%A9ton/6181/10311431,Luttre,HOUSE,HOUSE,179900.0,FOR_SALE,3.0,,Yes,No,No,Yes,25.0,Yes,600.0,705.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/biesmer%C3%89e/5640/10624077,Fleurus,HOUSE,HOUSE,180000.0,FOR_SALE,4.0,,Yes,No,No,,,,,566.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/familleureux/7181/10444044,Nivelles,HOUSE,HOUSE,180000.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,Yes,180.0,267.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/10298492,Berchem,HOUSE,HOUSE,185000.0,FOR_SALE,4.0,,Yes,No,No,,,,,60.0,2.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/10483678,Tilff,HOUSE,HOUSE,185000.0,FOR_SALE,4.0,,Yes,No,No,Yes,18.0,,,97.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/10639375,Marche-en-Famenne,HOUSE,HOUSE,185000.0,FOR_SALE,2.0,,Yes,No,No,Yes,30.0,Yes,3322.0,3322.0,4.0,No,TO_RENOVATE,
